,Title,Image,Price,Description
64,Dendro hoa tết,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/vanda-dendro/dendro-1-1.jpg,"Giá: 
                            										150.000 VNĐ										/Chậu	

                                                		","Em bắt đầu bán dendro hoa tết, cây to đùng chăm sóc rất dễ dàng, nên chúng là một trong các loại lan được trồng phổ biến nhất"
65,Hồng thiên cung thuần,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/hoang-thao/hong-thien-cung-4-1.jpg,"Giá: 
                            										40.000 VNĐ										/ngọn	

                                                		",Hồng thiên cung thuần tại hà nội rất khỏe . cây đang phát triển giò 5 đến 10 ngọn giá 40k ngọn
66,"Lan đai châu thái, 4 đến 6 lá",https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/ngoc-diem/dai-chau-thai/dai-chau-160k-1.jpg,"Giá: 
                            										160.000 VNĐ										/Cây	

                                                		","Lan đai châu thái đã ghép gỗ, cây đẹp, giá bán 160k/ cây. Bán tại Hà nội, có từ 4 đến 6 lá."
67,Hoa lan trầm trắng lai vôi,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-dep-khac/lai/tram-trang-lai-voi-hoa-1-1.jpg,"Giá: 
                            										200.000 VNĐ										/cốc	

                                                		",
68,Lan cattleya bông cam,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/cat-thien-nga/cat-lan-bong-cam-2-1.jpg,"Giá: 
                            										250.000 VNĐ										/Chậu	

                                                		","Bán chậu lan cattleya bông cam, hoa to, mặt hoa và cây bán thực tế như hình.,Cây khỏe mạnh, lá dầy cứng, màu hoa rất đậm"
69,Đai châu bò sữa,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/ngoc-diem/xuan/dai-chau-bo-sua-1-1.jpg,"Giá: 
                            										150.000 VNĐ										/Cây	

                                                		","Lan đai châu bò sữa  - Màu sắc khác biệt, lạ mắt, hoa xuân, điểm nhấn tuyệt vời cho vườn lan nhà bạn. "
70,"Đai châu tết, loại to",https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/ngoc-diem/xuan/dai-chau-tet-2-1.jpg,"Giá: 
                            										450.000 VNĐ										/Cây	

                                                		","Cây đã ghép gỗ, rễ bám chặt, đang sống rất khỏe. Nhiều màu hoa đẹp, như cam, đỏ, tím hồng cánh sen, phục vụ cho các bác chơi tết. Chiều cao tùy từng cặp lá nhưng chiều ngang đạt được từ 40cm."
71,Hồ điệp thơm,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-dep-khac/ho-diep-thom-1-1.jpg,"Giá: 
                            										180.000 VNĐ										/Cây	

                                                		","Có bông nhỏ như hồ điệp rừng nhưng có mùi thơm nồng quyến rũ , khác với các loại hồ điệp bông to, vì lẽ đó chúng hay được gọi là hồ điệp thơm."
72,Trầm gieo hạt,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/tram/2017/gieo-hat/hinh-hoa-tram-gieo-hat-1.jpg,"Giá: 
                            										300.000 VNĐ										/Chậu	

                                                		","Hàng gieo hạt nên có nhiều mặt bông, nhưng cơ bản có 2 loại bông đỏ đậm và hồng có viền cánh đậm. Thân cây mập, đang phát triển cây con"
73,Phi diệp tím hòa bình hàng đẹp,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/phi-diep/pdt-hoabinh-dep/phi-diep-tim-hoa-binh-dep-4-2.jpg,"Giá: 
                            										350.000 VNĐ										/thân	

                                                		","Phi điệp tím hòa (lan dã hạc) rất đẹp, thân ra hoa dài trên 1m. Đang phát triển mạnh, rất khỏe, giá bán hợp lí"
74,Hạc vỹ ghép gỗ 450k,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/hoang-thao/hac-vy/hac-vy-450k-1.jpg,"Giá: 
                            										450.000 VNĐ										/Giò	

                                                		",
75,Giả hạc di linh trắng,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/phi-diep/dilinh-trang/dilinh-trang-1.jpg,"Giá: 
                            										3.000.000 VNĐ										/2 ki trắng	

                                                		","Giả hạc di linh trắng, bán như hình dưới đây giá 3 triệu , cây kei năm nhất. #1 trong những loại giả hạc trắng rừng được yêu thích nhất. "
76,Rồng đỏ lá biên,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/tram/rong-do/hoa-tram-rong-do-1-1.jpg,"Giá: 
                            										380.000 VNĐ										/Chậu	

                                                		","Cây rất đẹp, thân mập, là loại lan có hoa rất đẹp của đài loan.Rồng đỏ lá biên độc đáo với vệt vàng cánh lá."
77,Đai châu cam lửa,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/ngoc-diem/xuan/dai-chau-cam-lua-1-1.jpg,"Giá: 
                            										200.000 VNĐ										/Cây	

                                                		","Màu cam lửa rực rỡ của đai châu, chắc chắn sẽ đem đến không khí mùa xuân rộn ràng đầy màu sắc cho vườn lan nhà các bác"
78,Trầm nestor baby,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/tram/2017/nestor-baby/tram-hoa-do-nestor-baby-1-1.jpg,"Giá: 
                            										240.000 VNĐ										/Chậu	

                                                		","Đây là một loại trầm lai từ 2 cây trầm siêu đẹp của đài loan, cả 2 đều có chung đặc điểm là bông đỏ có màu rất đẹp"
79,Thiên nga đốm,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/cat-thien-nga/thien-nga/hoa-thien-nga-dom-2-1.jpg,"Giá: 
                            										170.000 VNĐ										/Cây	

                                                		","Bán lan thiên nga đốm, đây đẹp đang đủ tuổi ra hoa. Thiên nga đốm sở hữu vẻ đẹp tinh tế, nhẹ nhàng hơn so với các loại thiên nga khác."
80,Hồng ngọc quán quân,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/gia-hac/hong-ngoc-quan-quan/anh-nho-hinh-hoa-hong-ngoc-quan-quan.jpg,"Giá: 
                            										360.000 VNĐ										/Cây	

                                                		","Sau 3 năm đoạt giải giả hạc hồng ngọc mặt hoa đoạt giải quán quân cuộc thi lan thế giới 2015 đã có mặt tại Việt nam, với giá rất hấp dẫn [cây rất đẹp]"
81,Trầm rồng đỏ,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/tram/rong-do/hoa-tram-rong-do-1-1.jpg,"Giá: 
                            										130.000 VNĐ										/cốc	

                                                		","Trầm rồng đỏ , đây là loại trầm nổi tiếng của đài loan, thân dài khoảng 50cm khi ra hoa . Hiện tại mỗi cốc có 1 ngọn già và 1 ngọn non, ngọn non khoảng 10cm, đang lên rất khỏe. Cây nhỏ giá rẻ."
82,Thiên cung lữ bố,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-dep-khac/thien-cung-lu-bo-1-1.jpg,"Giá: 
                            										180.000 VNĐ										/Bảng	

                                                		","Bán thiên cung lữ bố theo ngọn, có 3 cỡ dài 10-40cm. Ngọn đẹp, khỏe (so với dòng thiên cung nhé) năm nay ""được mùa"" nên giá khá rẻ. Cây đang ghép bảng gô có cả NGỌN GIÀ"
83,Trầm 6 cánh lai trầm trắng,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lai/tram6canhxtrang/6-canh-tram-trang-1-1.jpg,"Giá: 
                            										200.000 VNĐ										/Cây	

                                                		","2 loại trầm độc đáo chắc chắn sẽ cho ra mặt bông lạ và thơm. Cây đang rất mập năm 2 , cho hoa vào năm sau."
84,Thiên cung lá biên,https://hoalanhuyanh.com/userfiles/image/gio-lan/thien-cung/hinh-nho-thien-cung-la-bien.jpg,"Giá: 
                            										250.000 VNĐ										/Chậu	

                                                		","Chậu thiên cung lá biên giá siêu rẻ, hàng kei. Cây đang phát triển rất mạnh, Chi tiết về chậu lan này các bác xem VIDEO cuối bài viết"
85,Vũ nữ phù thủy,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/cat-thien-nga/vu-nu/vu-nu-phu-thuy-2-1.jpg,"Giá: 
                            										150.000 VNĐ										/cốc	

                                                		","Hàng mới tinh tại thị trường việt nam, vũ nữ phù thủy cây bé nhưng mặt hoa lạ. bông hoa trông như chiếc mũ phù thủy vậy"
86,Lan sóc tím,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/giang-huong/soc-tim/soc-tim-hinh-hoa-hinh-nho.jpg,"Giá: 
                            										180.000 VNĐ										/Chậu	

                                                		","Giáng hương sóc tím có hoa dài, dễ hoa, cây khỏe, rất dễ chăm sóc (giống đa số các loại giáng hương khác). Cây có hoa khá giống đuôi chồn, hoa màu tím đẹp, đậm hơn cáo và chồn"
87,Hoàng thảo tím huế,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/hoang-thao/tim-hue/hoang-thao-tim-hue-3-1.jpg,"Giá: 
                            										190.000 VNĐ										/giò	

                                                		","Thân mập mạp, hoa tím nhìn hơi giống thập hoa, rất sai hoa. Nở vào mùa xuân"
88,Giá lan thiên nga đỏ,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/cat-thien-nga/thien-nga/thien-nga-do-3-1.jpg,"Giá: 
                            										250.000 VNĐ										/Chậu	

                                                		","Thiên nga nói chung khá dễ trồng một năm có thể có 3 lần hoa. Hoa thiên nga đỏ thơm dịu, bông đẹp, lâu tàn. Nên lan thiên nga được nhiều người yêu thích"
89,Trầm trắng 4N lai trầm trắng 2N,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lai/tram-4n-2n/anh-nho-tram-trang4n-lai-2n.jpg,"Giá: 
                            										380.000 VNĐ										/Giò	

                                                		","Bông to màu trắng, có phom hoa đột biến so với trầm trắng thông thường là kỳ vọng của cặp lai này. Hoa xổ, dành cho các bác sưu tầm mặt hoa mới."
90,Thiên cung hồng lưỡi to,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/hoang-thao/thien-cung/hac-vy-hong-hoa-1-1.jpg,"Giá: 
                            										200.000 VNĐ										/giò	

                                                		",Trong muôn vàn loại thiên cung thì loại bông đậm như thiên cung lữ bố và thiên cung lưỡi to luôn được ưa thích và bắt mắt nhất
91,Vũ nữ kẹo kéo hoa vàng,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/vanda-dendro/keo-keo/vu-nu-keo-keo-1-1.jpg,"Giá: 
                            										130.000 VNĐ										/chậu	

                                                		","Cây đã được trồng thuần tại vườn miền bắc, loại này nhìn nhỏ nhỏ nhưng hoa rất thơm ah. Hoa màu vàng ra hoa mùa xuân. Đây là loại lan rất dễ trồng, cây tưới tốt quanh năm."
92,Vũ nữ đỏ,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/vu-nu/do/anh-nho-hoa-vu-nu-do.jpg,"Giá: 
                            										250.000 VNĐ										/Chậu	

                                                		","Loại vũ nữ của Đài Loan hoa rất đẹp, bông to đỏ màu đậm. Đặc biệt là vòi hoa rất dài (khoảng 1 mét), hoa quanh năm, thân to đẹp."
93,Trầm rừng myanma,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/phi-diep/tram/tram-rung-myanma-1-1.jpg,"Giá: 
                            										70.000 VNĐ										/ngọn	

                                                		","Giò trầm rừng myanma thân mập khỏe mạnh, rất đẹp. Cho hoa vào năm sau (mùa xuân).Cây đã thuần 1 năm, dài khoảng 5-15cm . Bảng nhiều ngọn thì ngắn, ít ngọn dài nhé các bác"
94,Lan hồ điệp chúc mừng quà tặng,https://hoalanhuyanh.com/userfiles/image/ho-diep/chuc-mung/lan-ho-diep-hoa-chuc-mung-2-1.jpg,"Giá: 
                            Liên hệ                    		","Lan hồ điệp món quà tinh tế, sang trọng và chắc chắn rất ấn tượng. Không chỉ đẹp mà còn có thể chơi được lâu dài, chăm sóc rất đơn giản."
95,Lan hỏa hoàng đỏ,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-dep-khac/hoa-hoang/lan-hoa-hoang-1-1.jpg,"Giá: 
                            										550.000 VNĐ										/Chậu	

                                                		","Trồng chậu gỗ vuông, hàng thuần, nhiều ngọn một chậu. Cây rất khỏe phù hợp với điều kiện khi hậu cả 3 vùng miền"
96,Trầm trắng mắt đỏ,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/tram/2017/tram-mat-do/tram-5-canh-trang-mat-do-2-1.jpg,"Giá: 
                            										350.000 VNĐ										/giò	

                                                		","Trầm trắng mắt đỏ mặt hoa cực yêu, được rất nhiều người yêu thích , đánh giá cao trong các triển lãm, hội thi lan. Bảo hành mặt hoa"
97,Phi điệp 6 mắt Hòa Bình,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/doc-dao/pd-6-mat-hoa-binh/phi-diep-6-mat-hoa-binh-hinh-hoa-nho.jpg,"Giá: 
                            										600.000 VNĐ										/cm	

                                                		","Bán kei phi điệp 6 mắt hòa bình, bảo hành mặt hoa. Cây kei có độ dài từ 5cm – 10cm, đang mùa phát triển nên sẽ còn dài nữa."
98,Vũ nữ socola,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/vanda-dendro/vu-nu-socola/vu-nu-socola-4-1.jpg,"Giá: 
                            										140.000 VNĐ										/chậu	

                                                		","Có rất nhiều giống vũ nữ, đa phần chúng dễ chăm sóc nhưng phổ biến và dễ trồng nhất là vũ nữ socola. Hoa thơm ngọt và có màu nâu như socola."
99,Vũ nữ peru hoa tím,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/cat-thien-nga/vu-nu/peru/vu-nu-peru-1-1.jpg,"Giá: 
                            										140.000 VNĐ										/giò	

                                                		","Dòng vũ nữ hoa tím rất đẹp, hoa phân nhánh, vòi rất dài, dễ ra hoa mùa xuân là các đặc điểm thú vị của vũ nữ peru.  Thuộc dòng cây phát triển đa thân, nên phát triển nhanh"
100,Giáng hương hồng,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/giang-huong/giang-huong-hong/giang-huong-hong-hinh-nho.jpg,"Giá: 
                            										140.000 VNĐ										/cây	

                                                		","Đây là cây của thái rất dễ chăm sóc, Giáng hương hồng gọi theo tên vườn Thái giới thiệu, Cây rất dễ chăm sóc, không cần độ ẩm cao, bộ dễ phát triển nhanh, năm hoa 2,3 lần"
101,Trầm 5 cánh trắng lai phi điệp 5 cánh trắng,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lai/tram-5ct-lai-pd-5ct/anh-nho-hinh-hoa-tram-5ct-pd-5ct.jpg,"Giá: 
                            										300.000 VNĐ										/bảng	

                                                		","Mời các bác săn hoa xổ , cặp lai rất hay này nhé, tỷ lệ bắt được bông mới, bông đẹp cực cao. Nhìn cây cũng rất đẹp rồi, giá thì rẻ như trầm thường"
102,Đai châu thái hàng tết,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/ngoc-diem/cay-doi/cay-dep-chau2-cay.jpg,"Giá: 
                            										180.000 VNĐ										/Cặp (2 cây)	

                                                		","Đai châu thái hàng tết - Mỗi chậu có 2 cây, rễ đang phát triển rất nhiều cây đang nụ, có các màu cam, trắng, đốm, bó sữa. Không chọn màu hoa. Cây đẹp như hình"
103,Cát đỏ vàng,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/cat-thien-nga/cat-do-vang-1-1.jpg,"Giá: 
                            										250.000 VNĐ										/Chậu	

                                                		","Mặt hoa la sự pha trộn tuyệt với của màu đỏ và vàng, có nhiều thân con, thân, lá rất đẹp, bám chặt gỗ để trong chậu"
104,Kiếm vàng hàng Đài,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-dep-khac/kiem/hinh-hoa-kiem-vang-dai-anh-nho.jpg,"Giá: 
                            										190.000 VNĐ										/cây	

                                                		","Lan kiếm vàng hoa trơn không những hoa mà lá cũng rất đẹp, cây có bản lá to và dày hơn các loại kiếm khác. Màu hoa vàng trơn cũng một trong các màu đẹp được yêu thích nhất."
105,Phi điệp trắng lai trầm trắng,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lai/tram-trang-phi-diep-trang/anh-nho-tram-lai-phi-diep-trang-cay-dep.jpg,"Giá: 
                            										600.000 VNĐ										/Bảng	

                                                		","Nổi bật nhất trong dòng lai trầm trắng và phi điệp trắng là cây bạch long, dòng lai này đều có đặc điểm bông to, thơm, trên 90% là bông trắng"
106,Trầm hồng long,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/phi-diep/hong-loang-1-1.jpg,"Giá: 
                            										450.000 VNĐ										/Chậu	

                                                		","Thân to mập ú, một chậu 3 thân, hoa thơm, màu đẹp.Dài trên 30cm, Có hình mặt hoa năm trước"
107,Đôi đai châu trắng,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/ngoc-diem/trang/dai-chau-trang-4-1.jpg,"Giá: 
                            										300.000 VNĐ										/cặp	

                                                		","Châu đai châu hoa trắng đẹp, lá khít, đang nụ. Cây đang bám chậu nhựa, rất phù hợp để ghép trụ gỗ chơi xuân. "
108,Giả hạc momotora,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/gia-hac/momotora/gia-hac-momotora-3-1.jpg,"Giá: 
                            										350.000 VNĐ										/cây	

                                                		","Momotara loại giả hạc mới này là kết quả của cặp lai trầm đỏ và vôi. Cây có mặt bông khá ổn định và có nhiều đặc điểm như mong đợi, cây khỏe, thân to, sai hoa, đặc biệt lưỡi hoa mang dáng dấp của vôi nhưng có màu của trầm đỏ."
109,Quà tặng noel cho bạn gái,https://hoalanhuyanh.com/userfiles/image/ho-diep/noel/3-1.jpg,"Giá: 
                            										430.000 VNĐ										/Chậu	

                                                		","Hoa lan hồ điệp, món quà tặng noel ý nghĩa và bất ngờ dành cho bạn gái. Cây khỏe mạnh đã ra hoa và nụ có thể chơi qua tết dương lịch"
110,Trang trí showroom nội thất với Lan Hồ Điệp,https://hoalanhuyanh.com/userfiles/image/ho-diep/showroomnoithat/2-2.jpg,"Giá: 
                            										450.000 VNĐ										/chậu	

                                                		","Lan hồ điệp phù hợp để chăm sóc trong phòng, do chúng không cần nhiều ánh sáng tự nhiên. Hoa lan hồ điệp cũng rất lâu rụng từ 6- 8 tuần, như vậy bạn chỉ phải trả 10.000 đ/ngày chi phí hoa trang trí."
111,Hoàng thảo bướm trắng,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/hoang-thao/loai-khac/hoang-thao-buom-trang-1-1.jpg,"Giá: 
                            										190.000 VNĐ										/giò	

                                                		","Hoa trắng cực đẹp, rất dễ chăm sóc. Mùa hoa tháng 3 âm. Tên quốc tế Formosum, hàng nhập khẩu thái lan"
112,Den xuân cánh sen,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/vanda-dendro/den-canh-sen/den-xuan-canh-sen-2-1.jpg,"Giá: 
                            										260.000 VNĐ										/chậu	

                                                		","Nhật không phải cường quốc hoa lan nhưng thực sự là ra cây nào chất cây đó. Den xuân cánh sen, đây là cây lai đùi  gà đông dương với đùi gà nhật. Màu sắc quá đẹp, hương rất nồng"
113,Hồng ngọc,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-dep-khac/lan-hong-ngoc-1.jpg,"Giá: 
                            										200.000 VNĐ										/Cây	

                                                		","Giả hạc hồng ngọc (Den.adastra) hàng nhập đài loan cây kei, chuẩn mặt hoa. Cây khỏe đã trồng tại vườn 1 năm, đang phát triển tốt, đang có mầm non"
114,Myaki cam - hoa khế cam,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/hoang-thao/hoa-khe/hoa-khe-cam-hinh-hoa-1-1.jpg,"Giá: 
                            										250.000 VNĐ										/Chậu	

                                                		","Myaki cam - hoa khế cam hàng thái, bông cực rực rỡ, hoa đầu hè, đã thuần tại vườn 3 năm. Thoải mái khỏe"
115,Đen xuân cánh trắng họng xanh,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/vanda-dendro/hong-xanh/den-xuan-canh-trang-hong-xanh-1-1.jpg,"Giá: 
                            										300.000 VNĐ										/Chậu	

                                                		","Đây là một biến thể của đùi gà nên vẫn thừa hưởng những ưu điểm như cây khỏe, thân to đẹp. Nhưng lại sở hữu mặt bông vô cùng xuất sắc cánh trắng họng xanh. Hoa mùa xuân, rất sai hoa dù thân cây không quá dài. "
116,Phi điệp trắng thực hà,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/doc-dao/phi-diep-trang-thuc-ha-1-1.jpg,"Giá: 
                            										250.000 VNĐ										/cm	

                                                		",Bán kei phi điệp trắng thực hà. Bảo hành mặt hoa. Các bác lưu ý hàng này bán theo cm nhé
117,Trầm 6 mắt bông chuẩn,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/doc-dao/tram-6-mat/tram-6-mat-bong-dep-1-1.jpg,"Giá: 
                            										1.300.000 VNĐ										/cây	

                                                		",Mỗi cánh 2 bên có thêm 2 mắt kết hợp với 2 mắt lưỡi tạo thành bông trầm 6 mắt. Sở hữu vẻ đẹp và không thể lẫn lộn với bất cứ bông trầm nào khác. Và cũng rất thơm
118,Siêu trầm,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/tram/sieu-tram/anh-nho-mat-hoa-sieu-tram-1.jpg,"Giá: 
                            										350.000 VNĐ										/Chậu	

                                                		","Hàng đài loan, hứa hẹn cho mặt hoa đẹp, cây to, thân rất mập. Đang được trồng tại vườn khỏe mạnh. Loại siêu trầm này có bông to như phi điệp, rất thơm và mang sắc màu của trầm"
119,Đai châu trắng ghép gỗ,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/ngoc-diem/trang/dai-chau-trang-ghep-go-4-1.jpg,"Giá: 
                            										400.000 VNĐ										/Cây	

                                                		","Đai châu trắng hàng thái ghép gỗ, bộ lá đẹp, rễ bám chặt vào giá thể gỗ. Đa phần là lá xếp tất cả đều đang nhú nụ. Loại đai châu trắng hàng rừng thì hiếm, nhưng hàng thái thì có rất nhiều nhé, và giá qua từng năm lại rẻ hơn. Nên các bác không cần lo bị sai màu hoa đâu ah. "
120,Tiểu bạch long ghép gỗ,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/gia-hac/tieu-bach-long/anh-nho-tieu-bach-long.jpg,"Giá: 
                            										200.000 VNĐ										/Bảng	

                                                		","Tiểu bạch long có thân và hoa như đại bạch long, hoa trắng, rất thơm hoa cuối mùa xuân. Nhưng dễ hoa hơn đại bạch long và thân cũng nhỏ hơn."
121,Giả hạc phi điệp tím lai trầm tím,https://hoalanhuyanh.com/userfiles/image/gio-lan/lai/tram-tim-lai/anh-nho-phi-diep-lai-tram.jpg,"Giá: 
                            										400.000 VNĐ										/giò	

                                                		","Dòng lai phi điệp tím và trầm tím có quá nhiều ưu điểm như thân dài, hoa to, rất thơm, phát triển nhanh. Giò ghép gỗ hiện tại đang rất đẹp, chưa thắt ngọn"
122,Phi điệp 6 mắt,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/doc-dao/phi-diep-6-mat-3-1.jpg,"Giá: 
                            Liên hệ                    		","Mặt bông cực đẹp có 6 mắt là loại đột biến của dòng phi điệp, được rất nhiều người chơi phi điệp yêu thích"
123,"Bán 2 Chậu phi điệp tím, phía bắc",https://hoalanhuyanh.com/userfiles/image/gio-lan/phi-diep-tim/2-chau-phi-diep-tim/anh-nho-chau-phi-diep-5-ngon.jpg,"Giá: 
                            										1.100.000 VNĐ										/chậu	

                                                		","Em bán 2 giò chậu phi điệp tím nguồn gốc miền bắc, đang phát triển tốt tại vườn, trồng chậu với giá thể vỏ thông, dớn cọng. hoa xổ"
124,Kei phi điệp trường sơn,https://hoalanhuyanh.com/userfiles/image/gio-lan/phi-diep-tim/kei-truong-son/anh-nho-kei-phi-diep-truong-son.jpg,"Giá: 
                            										50.000 VNĐ										/kei	

                                                		","Kei phi điệp hàng rừng trường sơn có nhiều mặt hoa đẹp, đã xổ hoa ở vườn các năm trước. Kei hiện tại em đã ươm khoảng  3 tháng, đã ra rễ."
125,Hài hằng,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-hai/hai-hang-1-1.jpg,"Giá: 
                            										120.000 VNĐ										/Chậu	

                                                		","Hài hằng một loại lan đặc hữu của việt nam, phù hợp với khí hậu miền bắc, mùa hoa tháng 3-4. Bản lá trung bình 3,5 – 4 cm. Cây khỏe"
126,Căn diệp xanh hàng thái,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-dep-khac/can-diep/hinh-hoa-can-diep-xanh-1-1.jpg,"Giá: 
                            										160.000 VNĐ										/bàng	

                                                		","Bộ rễ rất dầy bám chặt bảng gỗ, căn diệp xanh một trong các loại thú vị nhất trong họ nhà Lan"
127,Đại ý thảo hàng thuần,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/hoang-thao/dai-y-thao/anh-nho-lan-dai-y-thao.jpg,"Giá: 
                            										200.000 VNĐ										/chậu	

                                                		","Đây là loại lan giống hạc vỹ nhưng cũng hoàn toàn khác và rất dễ bị nhầm. Đại ý thảo cây phát triển rất nhanh, và dài. "
128,Lan tóc tiên,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-dep-khac/hoa-lan-toc-tien-1-1.jpg,"Giá: 
                            										200.000 VNĐ										/Giò	

                                                		","Hoa tháng 3-4 âm , ngọn dài khoảng 40-50cm, bộ rễ đẹp, ghép gỗ. Cánh hoa trắng, phần lưỡi màu tím và vàng, rất đẹp"
129,Giả hạc hoa hồng đỏ,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-dep-khac/hoa-hong-do/hinh-hoa-hoa-hong-do-nam-dau-hinh-nho.jpg,"Giá: 
                            										70.000 VNĐ										/ngọn	

                                                		",Có màu hoa đỏ đậm và thắm như hoa hồng và là cây lai giả hạc với hạc vỹ đài nên được gọi là giả hạc hoa hồng. Tên đài : Den. Adastra 'Red Rose .
