,Title,Image,Price,Description
130,Đại ý thảo trắng,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/doc-dao/dai-y-thao-trang/dai-y-thao-hoa-trang-1-1.jpg,"Giá: 
                            										1.000.000 VNĐ										/cây	

                                                		","Đại ý thảo rừng hoa đột biến trắng, cây rất đẹp. Bảo hành mặt hoa, giao hàng toàn quốc. Bông trắng tinh độc và hiếm"
131,Thanh đạm indo,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-dep-khac/thanh-dam-1-1.jpg,"Giá: 
                            										240.000 VNĐ										/Chậu	

                                                		","Thanh đạm indo, dễ trồng, nhiều hoa và đặc biệt hoa rất thơm, cây ra hoa tháng 7 – 12, một cây có thể có nhiều vòi hoa"
132,Giả hạc lục bình,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/phi-diep/2017/luc-binh/gia-hac-luc-binh-1-1.jpg,"Giá: 
                            										850.000 VNĐ										/Cây	

                                                		","Hoa có màu tím như lục bình nên còn được biết đến với tên giả hạc lục bình, hoa rất thơm. Có giá trị cao, là loại giả hạc độc đáo"
133,Giả hạc thiên sứ,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/gia-hac/thien-su/gia-hac-thien-su-3-1.jpg,"Giá: 
                            										290.000 VNĐ										/cây	

                                                		","Hiếm có loại giả hạc công nghiệp nào được  nhiều người săn lùng và tạo ra cơn sốt như giả hạc Thiên Sứ. Rất may đây lại là loại lan của Đài Loan nên tốc độ nhân giống nhanh, sớm đáp ứng được nhu cầu người chơi lan"
135,Giả hạc trắng mũi hồng,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/phi-diep/gia-hac/5-canh-trang-mui-hong-3-1.jpg,"Giá: 
                            										550.000 VNĐ										/Cây	

                                                		","Cánh trắng mũi hồng cực đẹp, thân rất mập.Hàng thái cây khỏe giá rẻ, mặt hoa đẹp. Hàng sưu tầm không thể bỏ qua"
134,Trầm hybis hàng đài loan,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/phi-diep/tram/tram-hybis-dai-1-1.jpg,"Giá: 
                            										280.000 VNĐ										/bảng 2 ngọn	

                                                		","Trầm hybis đài loan cây đang phát triển rất khỏe, thân mập, đẹp như hình. Hoa sổ xố nhưng form hoa gần như giống nhau và toàn bông đẹpTrầm"
136,Giả hạc tím thái,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/phi-diep/2017/phi-diep-thai-1-1.jpg,"Giá: 
                            										230.000 VNĐ										/giò	

                                                		","Giò giả hạc tím rừng của thái (không phải hàng công nghiệp), ghép gỗ năm 2. Giá rất hấp dẫn, cây khỏe đẹp. Rễ đã bám đầy bảng gỗ, bảng có 2 hoặc 3 thân."
137,Giả hạc hồng nhung,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/phi-diep/2017/hong-nhung/gia-hac-hong-nhung-1-1.jpg,"Giá: 
                            										360.000 VNĐ										/Chậu	

                                                		","Đây là loại lan mới của đài loan, có nguồn gốc từ giả hạc hoa hồng nhưng bông đậm hơn, nên ngoài tên giả hạc hồng nhung còn có tên khác là giả hạc hoa hồng bông đậm. ĐANG NỤ"
138,Kiếm vàng hoa sọc,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-dep-khac/kiem/kiem-hoa-soc-3-1.jpg,"Giá: 
                            										500.000 VNĐ										/Chậu	

                                                		","Bác nào thích kiếm không? Loại này cực khỏe, phát triển nhanh, ra nhiều hoa thơm dịu. Chậu nhiều thân."
139,Đai châu trắng mẹ con,https://hoalanhuyanh.com/userfiles/image/gio-lan/dai-chau/trang-me-con/anh-nho-dai-chau-trang.jpg,"Giá: 
                            										800.000 VNĐ										/chậu	

                                                		","Đai châu loại lan không thể thiếu mỗi khi xuân về, cây có hương thơm nồng và màu sắc đa dạng. Trong đó đai châu trắng rất được yêu thích bởi sự mới mẻ tinh khôi"
140,"Trầm trắng, hàng đài loan",https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/phi-diep/tram-trang-dai/tram-trang-hang-dai-1-1.jpg,"Giá: 
                            										280.000 VNĐ										/cốc	

                                                		","Trầm trắng, hàng đài loan. Thân rất dài, hoa trắng tinh có mùi thơm của trầm. Cây em bán năm 2 dài khoảng 10-15cm."
141,Chu đình vàng,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-dep-khac/chu-dinh-vang-1-1.jpg,"Giá: 
                            										240.000 VNĐ										/Chậu	

                                                		","Bán chu đỉnh vàng, cây trồng tại vườn nên rất khỏe mạnh, lá đẹp . Hoa mùa xuân và mùa hè"
142,Hoàng thảo vôi trắng,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/hoang-thao/voi/hoang-thao-voi-trang-1-1.jpg,"Giá: 
                            										230.000 VNĐ										/Giò	

                                                		",Bông hoa chứa một màu trắng tinh khiết và Một mạng lưới mạch máu hồng mờ trên nền vàng cảm ứng . Cùng với hương thơm nồng
143,Hawai tím hàng cốc,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-dep-khac/hawai-tim-1-1.png,"Giá: 
                            										250.000 VNĐ										/bảng	

                                                		","Hawai tím bảng dớn cây đẹp, đang phát triển tốt bắt đầu vào năm 3. Mỗi bảng có 3,4 đầu, dài từ 10-20cm. Cây rất khỏe như hình bên dưới nhé. "
144,Địa lan thanh ngọc,https://hoalanhuyanh.com/userfiles/image/hoa-tet/dia-lan-kiem/lan-thanh-ngoc-1-1.jpg,"Giá: 
                            										200.000 VNĐ										/cụm 2 thân	

                                                		","Địa lan thanh ngọc hoa xuân, hoa rất bền nên thường được chơi vào dịp tết. Bông màu xanh, thơm sở hữu vẻ đẹp thanh tao. Vòi hoa dài khoảng 30-40cm các cây khỏe cho nhiều bông trên một vòi hơn từ 3-9 bông. Em giao hàng  từ 2 thân."
145,Cát mặt hoa xinh M369,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/cat-thien-nga/cat-thom/cat-m369-1-2.jpg,"Giá: 
                            										200.000 VNĐ										/chậu	

                                                		","Bông cát mini màu hồng đỏ, cánh hoa có 4 mắt trắng đối xứng rất đẹp. Cũng như các loại cát mini khác bông M369 này có hương thơm nhẹ."
146,Trầm w3 cực thơm,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/phi-diep/tram/w3/tram-w3-cuc-thom-1-1.jpg,"Giá: 
                            										450.000 VNĐ										/cây	

                                                		","Cây mới chuẩn mặt hoa, và cực thơm của đài loan. Giống cây này có thân mập, phát triển theo phương thẳng đứng, dễ dàng đạt chiều dài trên 50cm – 1m"
147,Giả hạc lá biên,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/phi-diep/2017/gia-hac/gia-hac-la-bien-1-1.jpg,"Giá: 
                            										180.000 VNĐ										/Cây	

                                                		",Dòng này hàng thường không có nhiều do để chuẩn cây nên được nhân giống kei (không phải hàng mô). Cây năm 2
148,Đai châu cây đơn nhỏ các màu,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/ngoc-diem/cay-nho-cac-mau/dai-chau-cay-nho-2-1.jpg,"Giá: 
                            										55.000 VNĐ										/cây	

                                                		","Đón tết với đai châu các màu, cây đẹp, đây là cỡ cây đơn nhỏ hàng thái có các màu, đỏ, đốm, hồng cánh sen, bò sữa. Khả năng hoa tết là rất cao. Tất cả đều trồng trong chậu nhựa nhỏ có bộ rễ đẹp.  "
149,Chậu nestor nụ,https://hoalanhuyanh.com/userfiles/image/gio-lan/chau-nestor/nestor-nu-1-1.jpg,"Giá: 
                            										280.000 VNĐ										/Chậu	

                                                		","CÂy ghép gỗ để trong chậu nhựa, đang có nụ. Không biết mặt hoa, chỉ chắc chắn là hoa thơm. Đang lên cây non"
150,Phi điệp tây bắc,https://hoalanhuyanh.com/userfiles/image/gio-lan/phi-diep-tim/phi-diep-tay-bac-1-1.jpg,"Giá: 
                            										2.200.000 VNĐ										/giò	

                                                		","Giò ghép dớn trồng chậu nhựa, đã vào vườn hơn 1 năm cây đang mùa phát triển sung sức. Hàng phi điệp tím tây bắc"
151,Tóc tiên kẹo dừa,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-dep-khac/toc-tien-keo-dua-1.jpg,"Giá: 
                            										220.000 VNĐ										/Chậu	

                                                		","Mỗi năm chỉ ra hoa 1 lần, nhưng cây rất dễ trồng, phát triển nhanh. Có thể để làm cây cảnh"
152,Căn diệp vàng hàng thái,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-dep-khac/can-diep/can-diep-vang-thai-3-1.jpg,"Giá: 
                            										150.000 VNĐ										/bảng	

                                                		","CĂn diệp loại hoa thú vị nhất trong các giống lan. Cây hàng thái đã bám chắc giá thể, sức sống mãnh liệt"
153,Siêu trầm đỏ,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/tram/2017/sieu-tram-do/hoa-sieu-tram-do-1.jpg,"Giá: 
                            										260.000 VNĐ										/Cây	

                                                		","Nổi tiếng với màu hoa tím đỏ rất đậm, và hương thơm nồng."
154,Hài niveum,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-hai/hai-nevium-2-1.jpg,"Giá: 
                            										250.000 VNĐ										/chậu 2 cây	

                                                		","Em bán Bán hài niveum đã được trồng thuần tại vườn trong thời gian dài, các bác lưu ý có loại hài em bán theo cây, có loại bán theo chậu. Khi chuyển hàng em sẽ bỏ chậu , chỉ gửi mỗi cây. "
155,Hài táo,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-hai/hai-tao-1.jpg,"Giá: 
                            										150.000 VNĐ										/chậu	

                                                		","Hài táo hay hài đài trong tự nhiên có nhiều ở khu vực quảng bình, lá dài đẹp có sức sống rất tốt.Tên khoa học  P. appletonianum"
156,Hài hiệp,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-hai/hai-hiep-1-1.jpg,"Giá: 
                            										150.000 VNĐ										/chậu 2 cây	

                                                		",Lan hài hiệp phân bố chủ yếu ở phía bắc được tìm thấy nhiều ở vùng núi tuyên quang
157,Hài Charles worthii,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-hai/hai-charlesworthii-3.jpg,"Giá: 
                            										250.000 VNĐ										/chậu 2 cây	

                                                		","Lan hài Charles worthii trong tự nhiên phân bố tại Thái lan, myanma, ấn độ . Chúng thường được tìm thấy trong bóng râm, với rễ bám chặt vào các tảng đá"
158,Hài gấm,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-hai/hai-gam-1-1.jpg,"Giá: 
                            										100.000 VNĐ										/Chậu	

                                                		","Lan hài gấm đã thuần tại vườn miền bắc, một chậu có từ 3 đến 5 cây. Cây đang phát triển rất khỏe"
159,Trầm trắng lai trầm ám,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/tram/lai/trang-lai-am/tram-trang-lai-am-3-1.jpg,"Giá: 
                            										320.000 VNĐ										/chậu	

                                                		","Được lai từ 2 giống trầm nổi tiếng, mặc dù là hàng lai nhưng là hàng đài nên tỷ lệ ra bông đẹp rất cao. Cây năm 2 rất mập và khỏe. "
160,Trầm tím đài loan,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/phi-diep/tram-tim-dai/tram-tim-hang-dai-1-2.jpg,"Giá: 
                            										250.000 VNĐ										/giò	

                                                		",Trầm tím thuần mới về. được lựa chọn nhân giống từ những bông trầm rừng đẹp. Giò từ hai mầm trở lên đang phát triển rất khỏe
161,Hoàng thảo hoa trắng,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/hoang-thao/hoa-trang/hoang-thao-hoa-trang-3-1.jpg,"Giá: 
                            										200.000 VNĐ										/giò	

                                                		","Đây là tên em gọi tạm thôi còn tê chính thức của nó là Den Lovely white, đây là hàng thái. Năm 2 có nhiều thân, đang bám gỗ. hoa trắng họng xanh"
162,Kiều vuông,https://hoalanhuyanh.com/userfiles/image/gio-lan/kieu/kieu-vuong-1-1.jpg,"Giá: 
                            										180.000 VNĐ										/chậu	

                                                		","Em có mấy chậu kiều vuông đẹp, trông chậu nhựa giá thể gỗ, cây rất đẹp . Chậu có 6,7 thân."
163,"Phi điệp trắng, hàng thái",https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/phi-diep/phi-diep-trang-thai-1-1.jpg,"Giá: 
                            										300.000 VNĐ										/Chậu	

                                                		","Phi điệp trắng tuyền hay giả hạc trắng. Cây đang phát triển tốt, hiện tại cây con đang lên có thể hoa bói năm sau, mặt hoa như hình. Phong lan phi điệp trắng tuyền có giá rẻ hơn lan rừng rất nhiều"
164,Đai châu giống thái,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/ngoc-diem/cay-giong/dai-chau-la-thuong-cay-giong-hinh-nho.jpg,"Giá: 
                            										23.000 VNĐ										/cây	

                                                		","Bán đai châu tại hà nội, hàng thái. Giao hàng từ 10 cây. Hiện tại cây đang chậu nhựa nhỏ, phát triển tốt có 2,3 cặp lá tùy cây."
165,Cát tum hồng,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-dep-khac/cattum-1-1.jpg,"Giá: 
                            										240.000 VNĐ										/Chậu	

                                                		",Đây là cây mới nên tại việt nam em chưa thấy cộng đồng nào đặt tên chính thức cho nó. Tên bên đài là clowesia grace dunn
166,Hoàng thảo đơn cam thái,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/hoang-thao/don-cam/don-cam-thai-3-1.jpg,"Giá: 
                            										200.000 VNĐ										/giò	

                                                		","Đơn cam thái ghép bảng gỗ, bán theo giò. Bông to nhưng hơi nhạt so với đơn cam rừng, đã trồng tại vườn năm 2, dễ chăm sóc, dễ ra hoa. Hoa đầu hè"
167,Phi điệp blue,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/phi-diep/gia-hac/phi-diep-blue-3-1.jpg,"Giá: 
                            										240.000 VNĐ										/Cây	

                                                		","Màu này sẽ rất khó thây trong tự nhiên, ngay cả hàng công nghiệp cũng không có nhiều. Hoa màu blue, cây dài, thân khá to phát triển nhanh"
168,Tiểu hồ điệp lá biên,https://hoalanhuyanh.com/userfiles/image/hoa-tet/ho-diep-la-bien/ho-diep-la-bien-2-1.jpg,"Giá: 
                            										230.000 VNĐ										/chậu	

                                                		","Hồ điệp lá phát tài, tròn đẹp vô cùng ý nghĩa trong những ngày đầu năm, làm quà tặng hoặc đặt trong nhà để may mắn ngày tết đều được. Cây thuộc dòng mini vòi hoa ngắn, hoa nở chùm rất đẹp"
169,Chậu hoa hồ điệp tết,https://hoalanhuyanh.com/userfiles/image/hoa-tet/chau-ho-diep/chau-ho-diep-tet-3-1.jpg,"Giá: 
                            Liên hệ                    		","Bán các chậu hồ điệp tết loại 1 , để làm quà tặng, trang trí văn phòng, nhà ở, biệt thự, các địa điểm tổ chức sự kiện trong năm mới – Chất lượng tốt nhất - Nhập từ Đài Loan - Thế nào là Hồ Điệp Loại 1 ?"
170,Trầm 6 mắt lai trầm hồng,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lai/tram-6mat-hong/hoa-tram-6-mat-lai-tram-hong-1-1.jpg,"Giá: 
                            										230.000 VNĐ										/chậu	

                                                		","Chưa xổ hoa lần nào, kết hợp 2 loại trầm nổi tiếng 6 mắt mặt bông đẹp, độc, lạ và trầm hồng hương thơm cực đậm. Hoa xổ"
171,Giả hạc hồng tuyền,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/phi-diep/5ct-dai/gia-hac-hong-tuyen-3-1.jpg,"Giá: 
                            										220.000 VNĐ										/Cây	

                                                		","Giả hạc bông hồng tuyền (semi pink), cánh hồng dịu nhẹ nhàng, họng mầu đậm hơn, mặt hoa rất xinh. Cây mô hàng đai"
172,Trầm bảo bảo,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/tram/2017/4n/hinh-hoa-tram-bao-bao-1.jpg,"Giá: 
                            										450.000 VNĐ										/Chậu	

                                                		",
173,Nghệ tâm đột biến lá,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/hoang-thao/nghe-tam/anh-nho-nghe-tam-bach-kim.jpg,"Giá: 
                            										300.000 VNĐ										/Cốc	

                                                		","Nghệ tâm đột biến lá bạch kim, hàng đài. Hàng dành riêng cho các bác thích sưu tầm bộ lá (hàng hiếm), cây nhỏ nhưng rất khỏe."
174,"Trầm tím giò to, đẹp",https://hoalanhuyanh.com/userfiles/image/gio-lan/tram-tim/tram-tim-gio-to-dep-2-1.jpg,"Giá: 
                            										750.000 VNĐ										/giò	

                                                		","Thân mập, to rất khỏe đang bám bảng gỗ. Hàng trầm tím rừng được trồng thuần tại vườn. Cây vẫn tiếp tục phát triển, hoa mùa sau."
175,Hài chó đốm,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/lan-hai/lan-hai-cho-dom-1-1.jpg,"Giá: 
                            										80.000 VNĐ										/Cây	

                                                		","Bán theo cây, một chậu có từ 2 đến 3 cây đã thuần tại vườn miền bắc. Hoa khá to và đẹp, được nhiều người chơi hài yêu thích."
176,Hoàng thảo kèn hàng Thái,https://hoalanhuyanh.com/userfiles/image/shop-hoa-lan/hoang-thao/ken/anh-nho-hinh-hoa-lan-ken.jpg,"Giá: 
                            										200.000 VNĐ										/Chậu	

                                                		","Hoa lan hoàng thảo kèn nổi tiếng với màu tím đẹp và phom hoa bắt mắt, hoa mùa xuân . Đây cũng là loại lan khó thuần nhưng được rất nhiều người chơi lan tìm kiếm"
177,Hưng thịnh – hoa chúc mừng,https://vietflower.vn/wp-content/uploads/2017/02/hưng-thịnh-hoa-chúc-mừng-1.jpg,"1,620,000₫₫","Kệ hoa khai trương hưng thịnh với nét độc đáo có đôi phần khác lạ, điểm nhấn với 2 cành lan hồ điệp, làm bật lên sự đẳng cấp tuyệt đỉnh. Rất phù hợp cho hoa khai trương hoành tráng, sang trọng, lễ kỉ niệm, ngày thành lập, lễ khánh thành. Kệ hoa chúc mừng này cũng thích hợp tặng lễ hội họp…Dịch vụ điện hoa chỉ có tại Vietflower :"
178,Lan hồ điệp – bất khuất,https://vietflower.vn/wp-content/uploads/2017/04/CF324__04323.1448249057.500.500-370x480.jpg,"1,180,000₫₫","Lan là loài hoa cao quý mà bất cứ một tín đồ yêu hoa nào cũng không thể từ chối quyền sỡ hữu chúng. Vì nguyên nhân này nên shop hoa tươi hôm nay muốn giới thiệu đến một loại lan hồ điệp mang tên bất khuất. Chắc trong ai cũng sẽ thắc mắc một loài hoa thường sẽ yếu đuối mỏng manh nhưng tại sao lại mang trong mình cái tên mạnh mẽ như vậy. Những suy nghĩ cổ hũ như trông mặt mà bắt hình dong đã không còn đúng trong thời buổi hiện nay nữa. Tuy lan hồ điệp nhìn mỏng mang như vậy nhưng bên trong nó mà một sức mạnh tìm ẩn mạnh mẽ, một sức sống căng tràn như chính cái tên bất khuất nó mang trong người vậy. Bởi vì trong cuộc sống này, nếu không bất khuất, không mạnh mẽ thì không thể tồn tại. Hãy như lan hồ điệp bất khuất để không bị cuộc sống vùi dập. "
179,Lan hồ điệp – duy nhất,https://vietflower.vn/wp-content/uploads/2017/04/C29-4882__08478.1417292007.500.500-370x480.jpg,"350,000₫₫",None
180,Lan hồ điệp – không ngại,https://vietflower.vn/wp-content/uploads/2017/04/CF525__36336.1473632081.500.500-294x480.jpg,"1,100,000₫₫","E thẹn đúng bản chất mỏng manh của những đóa hoa lan hồ điệp mang tên ngại ngùng này. Giống với những loài lan hồ điệp mạnh mẽ như bất khuất, đây cũng là loại lan mà rất nhiều người mong muốn được sở hữu. Tuy mang trong người cái tên hơi yểu điệu thục nữ ngại ngùng giống như vẻ đẹp của một người con gái đẹp thanh tao toát ra. Nhưng sức sống của nó cũng không thể nào có thể phủ nhận được. Một sức sống mạnh mẽ, căng tràn. Nếu bạn đang muốn mua hoa tặng bạn gái nhân ngày sinh nhật thì lan hồ điệp ngại ngùng này là một loại hoa sinh nhật không tồi. Người được tặng sẽ xó cảm giác là được là một người quan trọng trong cuộc sống của bạn. Họ sẽ có cảm giác mình được là một người con gái đẹp, đầy hấp dẫn và cũng thật mạnh mẽ và lôi cuốn. Chính những điểm đáng yêu đó sẽ mang bạn và người ấy đến gần nhau hơn."
181,Lan hồ điệp – Vhđ001,https://vietflower.vn/wp-content/uploads/2017/03/1-piece-orchids-in-vase-4-450x600-370x480.jpg,"680,000₫₫",None
182,Lan hồ điệp – VHĐ0010,https://vietflower.vn/wp-content/uploads/2017/04/1-piece-orchids-in-vase-37-450x600-370x480.jpg,"250,000₫₫",None
183,Lan hồ điệp – VHĐ0011,https://vietflower.vn/wp-content/uploads/2017/04/1-piece-orchids-in-vase-38-450x600-370x480.jpg,"250,000₫₫",None
184,Lan hồ điệp – VHĐ0012,https://vietflower.vn/wp-content/uploads/2017/04/1-piece-orchids-in-vase-41-450x600-370x480.jpg,"480,000₫₫",None
185,Lan hồ điệp – VHĐ002,https://vietflower.vn/wp-content/uploads/2018/04/lopdayhoccamhoatuoi-370x480.jpg,"1,850,000₫₫",None
186,Lan hồ điệp – VHĐ003,https://vietflower.vn/wp-content/uploads/2017/04/1-piece-orchids-in-vase-7-450x600-370x480.jpg,"480,000₫₫",None
187,Lan hồ điệp – VHĐ004,https://vietflower.vn/wp-content/uploads/2017/04/1-piece-orchids-in-vase-10-450x600-370x480.jpg,"260,000₫₫",None
188,Lan hồ điệp – VHĐ005,https://vietflower.vn/wp-content/uploads/2017/04/1-piece-orchids-in-vase-14-450x600-370x480.jpg,"720,000₫₫",None
189,Lan hồ điệp – VHĐ006,https://vietflower.vn/wp-content/uploads/2017/04/1-piece-orchids-in-vase-17-450x600-370x480.jpg,"1,680,000₫₫",None
191,Lan hồ điệp – VHĐ008,https://vietflower.vn/wp-content/uploads/2017/04/1-piece-orchids-in-vase-31-450x600-370x480.jpg,"980,000₫₫",None
190,Lan hồ điệp – VHĐ007,https://vietflower.vn/wp-content/uploads/2017/04/1-piece-orchids-in-vase-25-450x600-370x480.jpg,"1,260,000₫₫",None
192,Lan hồ điệp – VHĐ009,https://vietflower.vn/wp-content/uploads/2017/04/1-piece-orchids-in-vase-36-450x600-370x480.jpg,"1,550,000₫₫",None
193,Lan hồ điệp -VHLĐ029,https://vietflower.vn/wp-content/uploads/2017/02/lan-ho-diep-0011.jpg,"1,350,000₫₫"," Lan hồ điệp tại vietflower.vn, giá luôn luôn ổn định, cung cấp cho các shop hoa, ưu tiên các doanh nghiệp mua nhiều, giá ổn định quanh nămDịch vụ điện hoa chỉ có tại Vietflower :"
194,Lan hồ điệp 0019,https://vietflower.vn/wp-content/uploads/2018/08/lanhodiepvietflower-370x400.jpg,"750,000₫₫",None
195,Lan hồ điệp VFl023,https://vietflower.vn/wp-content/uploads/2018/08/999_lan-ho-diep.jpg,"1,320,000₫₫","Lan hồ điệp, hiện nay khi nhu cầu tặng hoa tăng cao, thì lan hồ điệp là một trong những loài hoa được hay tặng nhiều nhất, vì nó luôn luôn sang trọng và có độ bềnh lâu.Để đặt mua lan hồ điệp hãy gọi 0933387393(zalo-viber)"
196,Lan Hồ Điệp VFL024,https://vietflower.vn/wp-content/uploads/2018/08/123_lan-ho-diep-vang.jpg,"1,100,000₫₫",None
197,Lan hồ điệp VHĐ0012,https://vietflower.vn/wp-content/uploads/2018/07/lanhodiepdailoan-370x400.png,"2,400,000₫₫",None
198,Lan hồ điệp VLĐ0013,https://vietflower.vn/wp-content/uploads/2018/07/lanhodiepmautrang-370x400.jpg,"750,000₫₫",None
199,Lan Hồ Điệp VLĐ0014,https://vietflower.vn/wp-content/uploads/2018/07/Lanhodiep-370x400.jpg,"1,150,000₫₫",None
200,Lan hồ điệp VLĐ0015,https://vietflower.vn/wp-content/uploads/2018/08/lanhodiepvld0015-370x400.gif,"2,200,000₫₫",None
201,Lan hồ điệp VLĐ0016,https://vietflower.vn/wp-content/uploads/2018/08/lanhodiepvld0016-370x400.jpg,"780,000₫₫",None
202,Lan hồ điệp VLĐ0017,https://vietflower.vn/wp-content/uploads/2018/08/lanhodiepchau1canh-370x400.jpg,"300,000₫₫",None
203,Lan hồ điệp VLĐ0018,https://vietflower.vn/wp-content/uploads/2018/08/lanhodiep2canh-370x400.jpg,"580,000₫₫",None
204,Lan hồ điệp VLĐ0020,https://vietflower.vn/wp-content/uploads/2018/08/lahodiepvang-370x400.png,"1,760,000₫₫",None
205,Lan hồ điệp VLĐ0021,https://vietflower.vn/wp-content/uploads/2018/08/lanhodiephong-370x400.jpg,"1,100,000₫₫",None
206,Lan hồ điệp VLĐ0021,https://vietflower.vn/wp-content/uploads/2018/08/chaulanhodiep-370x400.jpg,"2,560,000₫₫",None
207,Lan hồ điệp VLĐ0022,https://vietflower.vn/wp-content/uploads/2018/08/lanhodiepgiaretphcm-370x400.jpg,"1,320,000₫₫",None
208,Rộng lớn – hoa sinh nhật,https://vietflower.vn/wp-content/uploads/2017/02/3189_big-love.jpg,"1,280,000₫₫","Tình yêu thương mênh mông, rộng lớn như biển cả, lẵng hoa phối hợp tất cả những tông màu đầy tính sắc sảo và đẳng cấp. Thích hợp tặng sinh nhật, chúc sức khỏe,"
209,Thiên thần – hoa sinh nhật,https://vietflower.vn/wp-content/uploads/2017/02/4615_only-one.jpg,"900,000₫₫800,000₫₫","Xuất hiện ra trước mắt ta là loài hoa lan hồ điệp cao cấp, chứng tỏ được đẳng cấp riêng biệt khi trao tặng, cảm thấy được trâng trọng nhiều hơn nữa, tình cảm ấy khiến cho người nhận khó quên. Bó hoa sinh nhật cao cấp này phù hợp tặng sinh nhật người yêu, sinh nhật đồng nghiệp, sinh nhật người thân.Dịch vụ điện hoa chỉ có tại Vietflower :"
210,Vũ điệu thiên thần – hoa sinh nhật,https://vietflower.vn/wp-content/uploads/2017/02/4691_ngau-nhien.jpg,"1,250,000₫₫1,150,000₫₫","Đó là sự kết hợp tinh tế các loại hoa yểu điệu, tạo sự lãng mạn nhẹ nhàng, êm đềm, trao nhau nhừng tình thương đầm ấm, bằng sự phối hợp các loại hoa lan cao cấp như: lan hồ điệp, lan vũ nữ, thêm vào đó là màu xanh của Green wicky, sản phẩm mang đầy tính nghệ thuật và tinh tế. Kệ hoa rất thích hợp làm hoa sinh nhật sếp, sinh nhật đồng nghiệp, sinh nhật người thân, mừng sức khỏe ba, mẹ…Dịch vụ điện hoa chỉ có tại Vietflower :"
211,Vươn cao – hoa chúc mừng,https://vietflower.vn/wp-content/uploads/2017/02/ShowItemSubImage-1-370x480.jpg,"1,550,000₫₫","Kệ hoa khai trương ” vươn cao” được thiết kế tinh tế từ các loại hoa tươi cao cấp Lan hồ điệp, lily, đồng tiền đỏ, mokara vàng. Theo phong thủy màu đỏ rất thích hợp cho hỷ sự, lễ hội..Kệ hoa tao một sự nghiêm túc đặc biệt mà shop hoa tươi vietflower.vn muốn gởi đến khách hàng. Mẫu hoa chúc mừng này rất phù hợp làm hoa khai trương tặng đối tác, hoặc lễ khánh thành, lễ kỉ niệm…Dịch vụ điện hoa chỉ có tại Vietflower :"
